{'value': {'iter': 14, 'mutation_prob': 0.2382728234032922, 'food_benefit': 4, 'adj_risk': 4, 'kill_reward': 16}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 457.96942216704366}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 650.4483762843673}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 596.3836116022732}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 383.3751405554012}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 469.307456414338}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 445.21418368873583}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 439.89502954935153}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 502.68762732645337}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 422.931968822834}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 466.9096705271036}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 619.8280702069619}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 543.5385345717764}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 537.6924975077752}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 360.6382461671117}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 491.9937513869277}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 429.29026442604044}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 441.66813332868475}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 442.71670420979024}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 289.2452761280567}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 542.3632298079732}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 317.9451108110376}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 414.84268829825453}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 330.143572947906}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 403.54759902942703}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 629.7326052159847}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 483.1496829644242}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 535.7761086740007}
{'value': {'iter': 15, 'mutation_prob': 0.686248024504715, 'food_benefit': 2, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 387.03525144235545}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 442.463737580626}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 346.0915258978209}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 619.9667032782}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 394.4059829913245}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 519.6736901109002}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 509.3514787973266}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 514.5401271864721}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 393.4717718582435}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 442.4383473537438}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 367.59372086838437}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 387.030790807745}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 450.3835991683084}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 542.4111021908403}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 239.73942510498392}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 508.1293503155045}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 452.3313347172379}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 391.1173270768011}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 361.76654143928124}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 501.9424709315834}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 469.476398578814}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 344.81647039621015}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 521.420379772625}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 386.1531362939968}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 537.6677774426769}
{'value': {'iter': 13, 'mutation_prob': 0.7151480983903735, 'food_benefit': 3, 'adj_risk': 6, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 345.6628132378795}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 298.6068296704873}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 491.19386746679794}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 358.51947145504306}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 443.38692039556827}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 577.3482387980944}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 379.11488677675084}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 507.1400990736043}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 311.656479583058}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 518.4284064895645}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 472.6016054389333}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 439.5119825113311}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 478.35690627631226}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 352.7329606934279}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 428.1707343912065}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 377.3288825654288}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 469.4365085430125}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 280.06985693599677}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 475.95994203256924}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 548.3296832367209}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 690.2053232275255}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 572.1071970019609}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 505.6348231410524}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 360.4125888345435}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 398.9956611237576}
{'value': {'iter': 11, 'mutation_prob': 0.6772380599302138, 'food_benefit': 5, 'adj_risk': 8, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 473.4098562110711}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 318.6948261740205}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 464.738277216878}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 427.26885896398477}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 461.4066842439762}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 394.5726899633581}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 407.14250605847604}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 416.25811539793074}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 398.75932900091476}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 390.7002566408473}
{'value': {'iter': 9, 'mutation_prob': 0.6244638964657879, 'food_benefit': 6, 'adj_risk': 6, 'kill_reward': 17}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 368.8052375477328}
